samebib(class_250,class_327).
samebib(class_823,class_885).
samebib(class_823,class_886).
samebib(class_823,class_887).
samebib(class_823,class_888).
samebib(class_823,class_889).
samebib(class_823,class_892).
samebib(class_823,class_893).
samebib(class_823,class_894).
samebib(class_823,class_896).
samebib(class_823,class_897).
samebib(class_823,class_898).
samebib(class_823,class_899).
samebib(class_823,class_900).
samebib(class_823,class_901).
samebib(class_823,class_902).
samebib(class_823,class_905).
samebib(class_823,class_906).
samebib(class_824,class_859).
samebib(class_824,class_860).
samebib(class_824,class_861).
samebib(class_824,class_862).
samebib(class_824,class_863).
samebib(class_824,class_864).
samebib(class_824,class_865).
samebib(class_824,class_866).
samebib(class_824,class_867).
samebib(class_824,class_868).
samebib(class_824,class_869).
samebib(class_824,class_870).
samebib(class_824,class_871).
samebib(class_824,class_872).
samebib(class_824,class_873).
samebib(class_824,class_874).
samebib(class_824,class_875).
samebib(class_824,class_877).
samebib(class_824,class_879).
samebib(class_824,class_880).
samebib(class_824,class_881).
samebib(class_824,class_883).
samebib(class_824,class_885).
samebib(class_824,class_886).
samebib(class_824,class_887).
samebib(class_824,class_888).
samebib(class_824,class_889).
samebib(class_824,class_891).
samebib(class_824,class_892).
samebib(class_824,class_893).
samebib(class_824,class_894).
samebib(class_824,class_896).
samebib(class_824,class_897).
samebib(class_824,class_898).
samebib(class_824,class_899).
samebib(class_824,class_900).
samebib(class_824,class_901).
samebib(class_824,class_902).
samebib(class_824,class_905).
samebib(class_824,class_906).
samebib(class_825,class_860).
samebib(class_825,class_861).
samebib(class_825,class_862).
samebib(class_825,class_863).
samebib(class_825,class_864).
samebib(class_825,class_865).
samebib(class_825,class_866).
samebib(class_825,class_867).
samebib(class_825,class_869).
samebib(class_825,class_871).
samebib(class_825,class_872).
samebib(class_825,class_873).
samebib(class_825,class_874).
samebib(class_825,class_875).
samebib(class_825,class_879).
samebib(class_825,class_880).
samebib(class_825,class_885).
samebib(class_825,class_886).
samebib(class_825,class_887).
samebib(class_825,class_891).
samebib(class_825,class_892).
samebib(class_825,class_893).
samebib(class_825,class_894).
samebib(class_825,class_896).
samebib(class_825,class_902).
samebib(class_825,class_906).
samebib(class_826,class_859).
samebib(class_826,class_860).
samebib(class_826,class_861).
samebib(class_826,class_862).
samebib(class_826,class_863).
samebib(class_826,class_864).
samebib(class_826,class_865).
samebib(class_826,class_866).
samebib(class_826,class_867).
samebib(class_826,class_868).
samebib(class_826,class_869).
samebib(class_826,class_870).
samebib(class_826,class_871).
samebib(class_826,class_872).
samebib(class_826,class_873).
samebib(class_826,class_874).
samebib(class_826,class_875).
samebib(class_826,class_877).
samebib(class_826,class_879).
samebib(class_826,class_880).
samebib(class_826,class_881).
samebib(class_826,class_883).
samebib(class_826,class_885).
samebib(class_826,class_886).
samebib(class_826,class_887).
samebib(class_826,class_888).
samebib(class_826,class_889).
samebib(class_826,class_891).
samebib(class_826,class_892).
samebib(class_826,class_893).
samebib(class_826,class_894).
samebib(class_826,class_896).
samebib(class_826,class_897).
samebib(class_826,class_898).
samebib(class_826,class_899).
samebib(class_826,class_900).
samebib(class_826,class_901).
samebib(class_826,class_902).
samebib(class_826,class_905).
samebib(class_826,class_906).
samebib(class_827,class_789).
samebib(class_827,class_790).
samebib(class_827,class_791).
samebib(class_827,class_792).
samebib(class_827,class_793).
samebib(class_827,class_794).
samebib(class_827,class_795).
samebib(class_827,class_796).
samebib(class_827,class_797).
samebib(class_827,class_798).
samebib(class_827,class_799).
samebib(class_827,class_800).
samebib(class_827,class_801).
samebib(class_827,class_802).
samebib(class_827,class_803).
samebib(class_827,class_804).
samebib(class_827,class_805).
samebib(class_827,class_806).
samebib(class_827,class_807).
samebib(class_827,class_859).
samebib(class_827,class_860).
samebib(class_827,class_861).
samebib(class_827,class_862).
samebib(class_827,class_863).
samebib(class_827,class_864).
samebib(class_827,class_865).
samebib(class_827,class_866).
samebib(class_827,class_867).
samebib(class_827,class_868).
samebib(class_827,class_869).
samebib(class_827,class_870).
samebib(class_827,class_871).
samebib(class_827,class_872).
samebib(class_827,class_873).
samebib(class_827,class_874).
samebib(class_827,class_875).
samebib(class_827,class_877).
samebib(class_827,class_879).
samebib(class_827,class_880).
samebib(class_827,class_881).
samebib(class_827,class_883).
samebib(class_827,class_885).
samebib(class_827,class_886).
samebib(class_827,class_887).
samebib(class_827,class_888).
samebib(class_827,class_889).
samebib(class_827,class_891).
samebib(class_827,class_892).
samebib(class_827,class_893).
samebib(class_827,class_894).
samebib(class_827,class_896).
samebib(class_827,class_897).
samebib(class_827,class_898).
samebib(class_827,class_899).
samebib(class_827,class_900).
samebib(class_827,class_901).
samebib(class_827,class_902).
samebib(class_827,class_905).
samebib(class_827,class_906).
samebib(class_828,class_859).
samebib(class_828,class_860).
samebib(class_828,class_861).
samebib(class_828,class_862).
samebib(class_828,class_863).
samebib(class_828,class_864).
samebib(class_828,class_865).
samebib(class_828,class_866).
samebib(class_828,class_867).
samebib(class_828,class_868).
samebib(class_828,class_869).
samebib(class_828,class_870).
samebib(class_828,class_871).
samebib(class_828,class_872).
samebib(class_828,class_873).
samebib(class_828,class_874).
samebib(class_828,class_875).
samebib(class_828,class_877).
samebib(class_828,class_879).
samebib(class_828,class_880).
samebib(class_828,class_881).
samebib(class_828,class_883).
samebib(class_828,class_885).
samebib(class_828,class_886).
samebib(class_828,class_887).
samebib(class_828,class_888).
samebib(class_828,class_889).
samebib(class_828,class_891).
samebib(class_828,class_892).
samebib(class_828,class_893).
samebib(class_828,class_894).
samebib(class_828,class_896).
samebib(class_828,class_897).
samebib(class_828,class_898).
samebib(class_828,class_899).
samebib(class_828,class_900).
samebib(class_828,class_901).
samebib(class_828,class_902).
samebib(class_828,class_905).
samebib(class_828,class_906).
samebib(class_829,class_789).
samebib(class_829,class_790).
samebib(class_829,class_791).
samebib(class_829,class_792).
samebib(class_829,class_793).
samebib(class_829,class_794).
samebib(class_829,class_795).
samebib(class_829,class_796).
samebib(class_829,class_797).
samebib(class_829,class_798).
samebib(class_829,class_799).
samebib(class_829,class_800).
samebib(class_829,class_801).
samebib(class_829,class_802).
samebib(class_829,class_803).
samebib(class_829,class_804).
samebib(class_829,class_805).
samebib(class_829,class_806).
samebib(class_829,class_807).
samebib(class_829,class_859).
samebib(class_829,class_860).
samebib(class_829,class_861).
samebib(class_829,class_862).
samebib(class_829,class_863).
samebib(class_829,class_864).
samebib(class_829,class_865).
samebib(class_829,class_866).
samebib(class_829,class_867).
samebib(class_829,class_868).
samebib(class_829,class_869).
samebib(class_829,class_870).
samebib(class_829,class_871).
samebib(class_829,class_872).
samebib(class_829,class_873).
samebib(class_829,class_874).
samebib(class_829,class_875).
samebib(class_829,class_877).
samebib(class_829,class_879).
samebib(class_829,class_880).
samebib(class_829,class_881).
samebib(class_829,class_883).
samebib(class_829,class_885).
samebib(class_829,class_886).
samebib(class_829,class_887).
samebib(class_829,class_888).
samebib(class_829,class_889).
samebib(class_829,class_891).
samebib(class_829,class_892).
samebib(class_829,class_893).
samebib(class_829,class_894).
samebib(class_829,class_896).
samebib(class_829,class_897).
samebib(class_829,class_898).
samebib(class_829,class_899).
samebib(class_829,class_900).
samebib(class_829,class_901).
samebib(class_829,class_902).
samebib(class_829,class_905).
samebib(class_829,class_906).
samebib(class_830,class_860).
samebib(class_830,class_861).
samebib(class_830,class_862).
samebib(class_830,class_863).
samebib(class_830,class_864).
samebib(class_830,class_865).
samebib(class_830,class_866).
samebib(class_830,class_867).
samebib(class_830,class_869).
samebib(class_830,class_871).
samebib(class_830,class_872).
samebib(class_830,class_873).
samebib(class_830,class_874).
samebib(class_830,class_875).
samebib(class_830,class_879).
samebib(class_830,class_880).
samebib(class_830,class_885).
samebib(class_830,class_886).
samebib(class_830,class_887).
samebib(class_830,class_891).
samebib(class_830,class_892).
samebib(class_830,class_893).
samebib(class_830,class_894).
samebib(class_830,class_896).
samebib(class_830,class_902).
samebib(class_830,class_906).
samebib(class_831,class_789).
samebib(class_831,class_790).
samebib(class_831,class_791).
samebib(class_831,class_792).
samebib(class_831,class_793).
samebib(class_831,class_794).
samebib(class_831,class_795).
samebib(class_831,class_796).
samebib(class_831,class_797).
samebib(class_831,class_798).
samebib(class_831,class_799).
samebib(class_831,class_800).
samebib(class_831,class_801).
samebib(class_831,class_802).
samebib(class_831,class_803).
samebib(class_831,class_804).
samebib(class_831,class_805).
samebib(class_831,class_806).
samebib(class_831,class_807).
samebib(class_831,class_859).
samebib(class_831,class_860).
samebib(class_831,class_861).
samebib(class_831,class_862).
samebib(class_831,class_863).
samebib(class_831,class_864).
samebib(class_831,class_865).
samebib(class_831,class_866).
samebib(class_831,class_867).
samebib(class_831,class_868).
samebib(class_831,class_869).
samebib(class_831,class_870).
samebib(class_831,class_871).
samebib(class_831,class_872).
samebib(class_831,class_873).
samebib(class_831,class_874).
samebib(class_831,class_875).
samebib(class_831,class_877).
samebib(class_831,class_879).
samebib(class_831,class_880).
samebib(class_831,class_881).
samebib(class_831,class_883).
samebib(class_831,class_885).
samebib(class_831,class_886).
samebib(class_831,class_887).
samebib(class_831,class_888).
samebib(class_831,class_889).
samebib(class_831,class_891).
samebib(class_831,class_892).
samebib(class_831,class_893).
samebib(class_831,class_894).
samebib(class_831,class_896).
samebib(class_831,class_897).
samebib(class_831,class_898).
samebib(class_831,class_899).
samebib(class_831,class_900).
samebib(class_831,class_901).
samebib(class_831,class_902).
samebib(class_831,class_905).
samebib(class_831,class_906).
samebib(class_832,class_789).
samebib(class_832,class_790).
samebib(class_832,class_791).
samebib(class_832,class_792).
samebib(class_832,class_793).
samebib(class_832,class_794).
samebib(class_832,class_795).
samebib(class_832,class_796).
samebib(class_832,class_797).
samebib(class_832,class_798).
samebib(class_832,class_799).
samebib(class_832,class_800).
samebib(class_832,class_801).
samebib(class_832,class_802).
samebib(class_832,class_803).
samebib(class_832,class_804).
samebib(class_832,class_805).
samebib(class_832,class_806).
samebib(class_832,class_807).
samebib(class_832,class_859).
samebib(class_832,class_860).
samebib(class_832,class_861).
samebib(class_832,class_862).
samebib(class_832,class_863).
samebib(class_832,class_864).
samebib(class_832,class_865).
samebib(class_832,class_866).
samebib(class_832,class_867).
samebib(class_832,class_868).
samebib(class_832,class_869).
samebib(class_832,class_870).
samebib(class_832,class_871).
samebib(class_832,class_872).
samebib(class_832,class_873).
samebib(class_832,class_874).
samebib(class_832,class_875).
samebib(class_832,class_877).
samebib(class_832,class_879).
samebib(class_832,class_880).
samebib(class_832,class_881).
samebib(class_832,class_883).
samebib(class_832,class_885).
samebib(class_832,class_886).
samebib(class_832,class_887).
samebib(class_832,class_888).
samebib(class_832,class_889).
samebib(class_832,class_891).
samebib(class_832,class_892).
samebib(class_832,class_893).
samebib(class_832,class_894).
samebib(class_832,class_896).
samebib(class_832,class_897).
samebib(class_832,class_898).
samebib(class_832,class_899).
samebib(class_832,class_900).
samebib(class_832,class_901).
samebib(class_832,class_902).
samebib(class_832,class_905).
samebib(class_832,class_906).
